propertyzip	squarefeet	latitude	longitude	altitude (m)	noofstories	improvementmarketvalue	totalmarketvalue	marketvalueyear
77550	5837	29.320349	-94.771692	1.7	1	212760	238380	2018
77554	5750	29.195689	-94.982531	3.4	1	216740	357640	2018
77554	6098	29.204412	-94.938538	1.8	1	206050	255860	2018
77550	5009	29.290722	-94.794658	0.6	1	129890	148970	2018
77554	3964	29.201724	-94.94342	0.6	1	130340	145340	2018
77551	2997	29.284439	-94.825453	2.8	1	41690	54070	2018
77554	6273	29.188368	-94.980651	1.6	1	89820	230000	2018
77554	25221	29.296599	-94.912253	2.9	1	376940	735650	2018
77550	3093	29.289562	-94.808097	2.1	1	112360	129830	2018
77550	1376	29.288882	-94.808583	1.5	1	33550	38660	2018
77551	5968	29.279843	-94.820187	0.1	1	124450	149210	2018
77550	5793	29.321469	-94.77134	3	1	110910	136420	2018
77554	5619	29.196829	-94.985895	3	1	121590	260000	2018
77550	2570	29.297287	-94.784071	2.2	1	51170	59300	2018
77554	6578	29.13874	-95.044198	1.5	1	152290	200800	2018
77551	5968	29.285875	-94.820351	1.5	1	283760	308520	2018
77551	2962	29.289127	-94.825998	1.6	1	103490	113990	2018
77554	7754	29.298167	-94.916409	4.1	1	151390	240560	2018
77551	6708	29.274712	-94.841319	5	1	135340	145740	2018
77550	6578	29.323331	-94.771408	1.6	1	153370	177800	2018
77550	8538	29.281186	-94.807256	1.5	1	170000	201640	2018
77550	1786	29.293543	-94.784396	3.5	1	92170	152920	2018
77554	9004	29.184804	-94.973917	1.5	1	161870	188550	2018
77551	3180	29.281939	-94.81417	2.4	1	84050	96000	2018
77554	6186	29.234403	-94.910907	3.7	1	76200	77530	2018
77551	8015	29.269856	-94.834778	3.3	1	233110	252170	2018
77550	3398	29.285751	-94.802993	1.7	1	186350	199060	2018
77551	5968	29.279239	-94.822475	2.9	1	171670	196430	2018
77554	7100	29.193379	-94.981245	1.5	1	239900	360000	2018
77554	3964	29.202821	-94.944003	0.6	1	271560	286560	2018
77554	4792	29.144625	-95.033729	4.1	1	149750	226550	2018
77550	2047	29.294263	-94.801121	4.2	1	46620	53170	2018
77554	5968	29.140022	-95.04104	0.7	1	254600	350600	2018
77550	5140	29.284979	-94.800024	2.3	1	159900	178980	2018
77554	8146	29.266385	-94.877393	1.6	1	224030	343320	2018
77550	6403	29.322837	-94.771645	2.8	1	153850	180680	2018
77550	5097	29.30204	-94.776796	3.9	1	68790	84970	2018
77554	8494	29.135773	-95.047186	1.5	1	226510	383650	2018
77554	6273	29.235076	-94.882593	2.7	1	212350	347000	2018
77551	3746	29.279233	-94.81494	4.4	1	148520	164970	2018
77551	6970	29.261841	-94.847219	1.5	1	91050	109250	2018
77550	5097	29.287421	-94.79436	1.8	1	145990	162170	2018
77551	19950	29.274871	-94.837552	1.5	1	187260	222000	2018
77550	3833	29.292019	-94.813072	1.4	1	138020	150160	2018
77554	9248	29.18432	-94.973037	2.7	1	99890	127290	2018
77550	958	29.296745	-94.794367	1.5	1	21410	24440	2018
77550	5793	29.29817	-94.778473	0.6	1	114080	146610	2018
77554	7187	29.189859	-94.976426	4	1	98350	119680	2018
77554	5489	29.19471	-94.985281	1.5	1	276380	398760	2018
77554	6055	29.296074	-94.91354	1.9	1	188540	264770	2018
77550	4792	29.279888	-94.810667	5.2	1	91280	109190	2018
77551	6490	29.270832	-94.833537	1.3	1	143530	161680	2018
77550	1786	29.295511	-94.781201	2.6	1	106880	168510	2018
77551	6708	29.274463	-94.841187	2.8	1	76160	86560	2018
77551	2962	29.287963	-94.824757	2.2	1	50450	60950	2018
77550	2570	29.293771	-94.799503	3.1	1	108350	116450	2018
77550	2657	29.284181	-94.809196	4.5	1	73680	83560	2018
77550	3006	29.286497	-94.808242	1.5	1	75700	86870	2018
77550	5706	29.280611	-94.80436	2.9	1	83380	104620	2018
77551	2962	29.286234	-94.816904	2	1	225960	240210	2018
77551	5706	29.276825	-94.844296	1.5	1	162530	184880	2018
77554	6098	29.206046	-94.936321	2.6	1	163700	208710	2018
77554	5968	29.204856	-94.937313	1.6	1	95200	145000	2018
77551	6708	29.273591	-94.840722	1.5	1	121680	132080	2018
77554	5663	29.297417	-94.917586	1.5	1	338590	403710	2018
77554	6186	29.21517	-94.946742	3.5	1	298800	523790	2018
77551	4966	29.275632	-94.840469	1.1	1	118970	143970	2018
77551	5489	29.281366	-94.815837	1.5	1	100290	123060	2018
77550	5097	29.286086	-94.803569	1.5	1	91400	110470	2018
77554	4095	29.19315	-94.984241	2.7	1	233550	325000	2018
77551	3354	29.276785	-94.836695	3	1	104100	112570	2018
77551	2222	29.283218	-94.82276	3.5	1	123140	132420	2018
77550	6098	29.317092	-94.770027	1.6	1	195320	221750	2018
77551	7667	29.286293	-94.818758	0.6	1	194010	224400	2018
77551	5227	29.281915	-94.813409	2.2	1	116350	135730	2018
77554	6098	29.129151	-95.060919	3.4	1	195530	221030	2018
77554	3136	29.18819	-94.98094	1.4	1	111650	181740	2018
77550	6490	29.300219	-94.80352	0.7	1	73750	86730	2018
77551	5968	29.282141	-94.818625	2.8	1	106490	131240	2018
77551	9060	29.268223	-94.845228	1.5	1	188750	265630	2018
77554	3136	29.188119	-94.981056	3.4	1	108340	178430	2018
77551	5968	29.286774	-94.816925	0.8	1	96080	124580	2018
77554	7536	29.258684	-94.911729	4.4	1	108120	145800	2018
77550	5009	29.288457	-94.801211	0.2	1	207090	226170	2018
77550	3398	29.28339	-94.800937	1.4	1	106740	126090	2018
77551	5489	29.287406	-94.8196	1.1	1	163600	185330	2018
77550	5968	29.319078	-94.770922	1.4	1	126650	152890	2018
77551	1612	29.279864	-94.818464	2.7	1	105750	112320	2018
77554	27748	29.167404	-94.995588	2.7	1	359620	622880	2018
77554	6229	29.14302	-95.044945	2.5	1	206690	235000	2018
77550	5140	29.292512	-94.811032	3.9	1	54890	74050	2018
77550	1960	29.29337	-94.808062	1.3	1	52100	59390	2018
77550	2526	29.280842	-94.81064	1.5	1	82990	92530	2018
77550	5097	29.286073	-94.803621	0.8	1	108810	127880	2018
77554	5097	29.136643	-95.06165	3.4	1	183560	245000	2018
77551	3006	29.278295	-94.825816	2.5	1	130020	142400	2018
77551	2962	29.279336	-94.821197	1.9	1	113440	132000	2018
77550	3833	29.283787	-94.799424	1.1	1	135320	156920	2018
77554	5576	29.266121	-94.878163	3.2	1	69500	97500	2018
77550	5140	29.28507	-94.801281	3.1	1	127130	146210	2018
77554	5968	29.206449	-94.936681	3.8	1	268260	313260	2018
77554	5968	29.144389	-95.043651	2.6	1	174410	201500	2018
77550	5097	29.300731	-94.777508	1.5	1	75460	94530	2018
77554	6229	29.140723	-95.044135	3.2	1	81630	109940	2018
77550	5009	29.286391	-94.809082	1.5	1	143790	162870	2018
77551	3572	29.28852	-94.82985	1.5	1	99250	111850	2018
77554	5097	29.136035	-95.06093	3.1	1	214740	276180	2018
77551	7492	29.268694	-94.84496	1.5	1	218520	252010	2018
77551	3964	29.27759	-94.834651	1.5	1	133440	146570	2018
77550	5140	29.28719	-94.806042	1.5	1	108540	127700	2018
77551	12284	29.275949	-94.828949	2.2	1	128290	140220	2018
77554	5576	29.130341	-95.062074	2.6	1	121590	145000	2018
77551	7405	29.265148	-94.848992	1.5	1	208510	241960	2018
77551	5968	29.28941	-94.82646	2.4	1	152840	173840	2018
77550	5097	29.298113	-94.787734	1.9	1	149980	166040	2018
77554	6534	29.253751	-94.866343	0.3	1	224990	254350	2018
77550	5140	29.294045	-94.810872	1.4	1	96800	115960	2018
77554	5271	29.298978	-94.923968	2.3	1	323620	384240	2018
77550	3446	29.292726	-94.815897	2.3	1	58570	66670	2018
77550	2570	29.297337	-94.783878	3.7	1	102590	110720	2018
77550	1220	29.283502	-94.805052	1.5	1	40420	44880	2018
77551	3485	29.284157	-94.826543	3.6	1	117010	131450	2018
77551	5968	29.278697	-94.818819	1.5	1	95070	116070	2018
77551	4095	29.279919	-94.818948	2.8	1	138910	155850	2018
77551	8059	29.269772	-94.834982	0.6	1	191100	210170	2018
77550	5140	29.28218	-94.812379	0.3	1	194460	213540	2018
77554	6055	29.142251	-95.052185	2.8	1	159480	275000	2018
77554	5489	29.197707	-94.984831	2.5	1	101930	250000	2018
77551	12589	29.277999	-94.838576	3.8	1	157300	191020	2018
77550	5097	29.308654	-94.777818	2.9	1	151020	170000	2018
77551	5009	29.280016	-94.817779	1.5	1	97490	118200	2018
77550	4966	29.288963	-94.807055	1.8	1	156530	175060	2018
77554	9017	29.183495	-94.978027	0.5	1	54550	81340	2018
77554	32927	29.282454	-94.863847	2.5	1	222640	360930	2018
77551	5489	29.288817	-94.820899	1.5	1	186920	208650	2018
77554	8407	29.301191	-94.918174	3.5	1	130850	341000	2018
77551	6229	29.276259	-94.841495	0.7	1	26830	35370	2018
77551	8973	29.268238	-94.840279	1.5	1	166980	194760	2018
77551	5227	29.27725	-94.82072	3.7	1	115590	140500	2018
77551	5924	29.278132	-94.818951	4.2	1	143210	167750	2018
77551	4182	29.286912	-94.825349	1.8	1	107600	125240	2018
77550	8146	29.299861	-94.802185	3.1	1	74700	89600	2018
77554	5489	29.293993	-94.860779	1.5	1	77440	96690	2018
77550	5140	29.291981	-94.810066	1.5	1	85120	104200	2018
77554	5968	29.20731	-94.935323	1	1	271140	299340	2018
77554	6578	29.195512	-94.987487	1.5	1	146810	308350	2018
77551	9365	29.274816	-94.838761	1.5	1	168640	182680	2018
77554	5445	29.300637	-94.916652	1.7	1	314840	368060	2018
77551	7100	29.259509	-94.843286	2.7	1	194230	222700	2018
77554	7449	29.185688	-94.976705	0.9	1	81210	103320	2018
77550	2962	29.29056	-94.810119	0.4	1	130550	141660	2018
77551	2962	29.282622	-94.825019	4.1	1	71500	82000	2018
77551	9191	29.271358	-94.821028	1.6	1	219510	259990	2018
77551	5968	29.284396	-94.818766	1.3	1	228960	253710	2018
77554	7444	29.187629	-94.974023	1.5	1	142430	164490	2018
77554	8015	29.201158	-94.944952	0.3	1	91430	121430	2018
77551	6970	29.278129	-94.837559	1.6	1	39410	56210	2018
77551	2962	29.281925	-94.826108	2.7	1	42190	52690	2018
77554	5075	29.30104	-94.908719	2.9	1	295780	388440	2018
77554	10803	29.199116	-94.943422	0.4	1	97710	163860	2018
77551	2657	29.277293	-94.823805	3.1	1	50790	61910	2018
77554	17250	29.270818	-94.877114	1.3	1	120600	233340	2018
77550	5489	29.315843	-94.768622	1.5	1	117300	152910	2018
77550	1045	29.310102	-94.784253	1.5	1	52430	55820	2018
77551	10237	29.267775	-94.847848	1.3	1	234930	269730	2018
77554	26354	29.166035	-94.997956	1.3	1	376480	638360	2018
77551	18121	29.276599	-94.827037	1.5	1	155300	200960	2018
77550	1917	29.299575	-94.779452	1.6	1	104560	111820	2018
77550	10237	29.29092	-94.802876	4.1	1	37330	67000	2018
77554	8756	29.185049	-94.974694	2.6	1	106720	132670	2018
77550	5140	29.280171	-94.809587	4.4	1	105040	124120	2018
77551	5968	29.285022	-94.823196	2.9	1	141540	166290	2018
77550	2178	29.291209	-94.81036	3.5	1	64540	71450	2018
77550	2570	29.287025	-94.794746	1.5	1	197820	205950	2018
77550	6098	29.283753	-94.81224	3.9	1	132390	155020	2018
77550	6142	29.293619	-94.790943	4	1	168720	195000	2018
77550	3833	29.283058	-94.809416	0.1	1	71500	85760	2018
77554	8538	29.293585	-94.912448	1.5	1	276120	373170	2018
77550	2570	29.306844	-94.773782	3.6	1	91250	100830	2018
77550	4356	29.286892	-94.801535	2.7	1	161700	178000	2018
77551	10237	29.267923	-94.847678	1.8	1	235160	269960	2018
77550	3659	29.297595	-94.786226	4.1	1	160370	171890	2018
77551	5968	29.27412	-94.836902	1.4	1	95520	110220	2018
77554	6839	29.12378	-95.069882	4	1	112230	124230	2018
77550	5837	29.320215	-94.772203	1.5	1	86760	112380	2018
77550	5576	29.315394	-94.773203	1.5	1	105680	121850	2018
77550	5968	29.319304	-94.771189	2.9	1	155390	181630	2018
77554	6216	29.223444	-94.918459	1.5	1	220270	327110	2018
77554	4966	29.219628	-94.94372	1.4	1	248320	333580	2018
77554	4487	29.139018	-95.049765	2.9	1	311380	396880	2018
77554	5968	29.213792	-94.918517	1.4	1	155500	232000	2018
77554	8364	29.256044	-94.847866	2.3	1	63080	72820	2018
77554	4792	29.297264	-94.913174	2.4	1	222100	277210	2018
77551	12981	29.266807	-94.83897	2.9	1	391180	432620	2018
77551	5097	29.285706	-94.827455	1.3	1	146590	168010	2018
77550	3920	29.293312	-94.796801	2.6	1	89100	103710	2018
77550	2570	29.296345	-94.781646	1.4	1	80310	89890	2018
77554	6229	29.144639	-95.045227	1.8	1	187160	215470	2018
77550	5140	29.304015	-94.777339	2.8	1	224950	259650	2018
77554	6229	29.143026	-95.04692	1.6	1	183950	212260	2018
77550	4792	29.297799	-94.815658	1.6	1	61710	72480	2018
77551	5489	29.287209	-94.820352	2.2	1	162970	184700	2018
77554	3615	29.194387	-94.983228	1.5	1	149850	231000	2018
77554	6229	29.139799	-95.049318	1.5	1	113530	141840	2018
77551	2962	29.283248	-94.827087	2.1	1	71950	84330	2018
77554	7444	29.187278	-94.973417	2.1	1	118930	140990	2018
77550	5009	29.287817	-94.798504	1.5	1	170920	190000	2018
77551	5968	29.276624	-94.845003	1.5	1	162300	188250	2018
77551	5968	29.287353	-94.829158	1.4	1	38380	59380	2018
77554	5663	29.219626	-94.909898	1.5	1	179590	220300	2018
77554	6490	29.11046	-95.088138	1.5	1	183990	280000	2018
77554	4661	29.297339	-94.912898	4.1	1	167900	222000	2018
77551	16161	29.265309	-94.837317	2.7	1	257050	300000	2018
77551	5227	29.286883	-94.838519	2.4	1	64480	86800	2018
77550	1525	29.287738	-94.796265	1.3	1	126410	132230	2018
77550	2570	29.291759	-94.811951	1.4	1	46590	56170	2018
77554	8756	29.184576	-94.975464	1.5	1	184050	210000	2018
77554	6229	29.141412	-95.050629	3.8	1	234400	353000	2018
77551	5968	29.278598	-94.826411	2.5	1	125800	150550	2018
77550	1568	29.286457	-94.803707	1.9	1	119300	126060	2018
77550	1612	29.285873	-94.801855	4.4	1	117000	123070	2018
77550	5009	29.2915	-94.813031	2.4	1	19820	38580	2018
77554	4879	29.217565	-94.912739	2.5	1	184110	247230	2018
77554	8760	29.185929	-94.974438	1.5	1	74050	100000	2018
77550	4182	29.28673	-94.795422	1.5	1	135360	151040	2018
77550	4138	29.295094	-94.806882	2.2	1	49660	62700	2018
77554	17032	29.19594	-94.980329	2	1	61840	500000	2018
77551	6186	29.270791	-94.834379	1.5	1	111660	129640	2018
77554	4095	29.192826	-94.984492	3.6	1	158010	249460	2018
77554	5968	29.140652	-95.041761	1.5	1	122890	149980	2018
77551	8233	29.26734	-94.842334	2.2	1	144370	169950	2018
77550	2091	29.299809	-94.778288	1.5	1	115670	122250	2018
77551	6403	29.277457	-94.834083	0.6	1	86670	107050	2018
77551	5968	29.290792	-94.823275	3.5	1	72930	97680	2018
77551	7492	29.270215	-94.842465	2.8	1	153150	176400	2018
77551	4487	29.28358	-94.820278	2.2	1	92030	110590	2018
77550	1437	29.290245	-94.793372	1.6	1	105530	110100	2018
77551	2030	29.288544	-94.829319	2.1	1	130850	137970	2018
77550	2614	29.302696	-94.775506	4.2	1	83740	93590	2018
77550	4312	29.308831	-94.784369	2.7	1	86390	100000	2018
77550	5140	29.279277	-94.80893	2.3	1	100380	119460	2018
77551	3136	29.276239	-94.841312	2.2	1	45660	50040	2018
77550	4269	29.29315	-94.804992	2	1	58000	73900	2018
77551	8364	29.260276	-94.847047	2.8	1	67670	86600	2018
77551	6142	29.283429	-94.827568	1.5	1	121390	130000	2018
77554	10237	29.199494	-94.947899	1.5	1	268120	298870	2018
77550	1568	29.305331	-94.776403	4.4	1	115110	120990	2018
77550	5140	29.292459	-94.80827	1.6	1	119460	138540	2018
77554	4922	29.252152	-94.868404	1.5	1	151040	180000	2018
77550	10237	29.280649	-94.804929	1.5	1	271860	310000	2018
77550	5793	29.322475	-94.771872	3.1	1	115800	141180	2018
77554	7623	29.214091	-94.9306	1.4	1	193290	200910	2018
77554	8059	29.190581	-94.977615	3.5	1	99780	123780	2018
77551	8407	29.266553	-94.840778	1.5	1	205720	245000	2018
77551	2962	29.284172	-94.81787	3.7	1	83310	95690	2018
77550	2526	29.29817	-94.780708	2.7	1	107470	117000	2018
77550	3877	29.28418	-94.805144	1.5	1	60770	81280	2018
77551	5968	29.284163	-94.818078	1.5	1	107100	131850	2018
77550	1133	29.296519	-94.787397	1.5	1	18230	21850	2018
77550	1873	29.298692	-94.782846	0.9	1	128890	139400	2018
77551	14026	29.260699	-94.841658	3.4	1	190780	222090	2018
77554	9365	29.280942	-94.87049	2.7	1	102260	139650	2018
77551	6970	29.276911	-94.837567	2.5	1	73580	90380	2018
77554	4792	29.195578	-94.986755	1.3	1	188850	306380	2018
77551	5968	29.2827	-94.817582	2.9	1	132370	157130	2018
77550	12415	29.294797	-94.800491	2.2	1	170090	208990	2018
77551	823	29.288335	-94.821426	2.9	1	53910	57170	2018
77554	5009	29.135147	-95.053397	4	1	180400	216590	2018
77550	5140	29.29562	-94.781118	1.4	1	110640	215130	2018
77550	5140	29.284413	-94.802183	2.2	1	140920	160000	2018
77554	5968	29.295965	-94.917099	2.8	1	454860	530000	2018
77551	2047	29.291931	-94.818695	2.4	1	29450	37840	2018
77551	4966	29.286717	-94.820643	0.5	1	142530	162280	2018
77550	5097	29.29907	-94.784503	1.5	1	135560	154630	2018
77550	5140	29.307223	-94.781203	4.4	1	75700	97670	2018
77551	8233	29.271491	-94.820565	4.5	1	280900	317200	2018
77551	5227	29.286634	-94.838386	1.5	1	60450	82770	2018
77550	1133	29.290547	-94.807199	2.4	1	28390	32540	2018
77550	5140	29.286048	-94.795623	1.5	1	223610	239830	2018
77551	3833	29.27769	-94.828423	1.5	1	171900	177240	2018
77550	10280	29.300639	-94.791754	0.3	1	87820	162120	2018
77551	5968	29.276451	-94.838482	1.4	1	136100	159500	2018
77554	19820	29.194411	-94.980284	4.1	1	237580	656110	2018
77551	4966	29.280066	-94.827702	1.5	1	101300	109560	2018
77550	5140	29.307102	-94.776466	1.5	1	136550	155630	2018
77554	3964	29.200719	-94.943801	3.6	1	125490	141990	2018
77550	6490	29.315536	-94.772658	4.3	1	139310	158020	2018
77554	6055	29.143742	-95.05244	2.7	1	212260	360000	2018
77550	1786	29.282312	-94.809758	2.7	1	49980	56740	2018
77550	5837	29.279738	-94.811239	2.6	1	149210	169110	2018
77550	5140	29.294081	-94.801955	3.5	1	293550	309740	2018
77554	6882	29.183281	-94.976902	1.5	1	95310	115730	2018
77550	2788	29.292383	-94.808218	1.5	1	85090	95430	2018
77551	4922	29.275746	-94.840185	1.5	1	78820	103450	2018
77550	1699	29.285696	-94.80508	2.6	1	61900	68250	2018
77551	5750	29.276898	-94.830166	2.2	1	66420	74490	2018
77550	5140	29.297469	-94.797827	0.4	1	121740	137930	2018
77554	7754	29.226912	-94.922183	1.8	1	190140	234050	2018
77550	5968	29.319935	-94.771595	1.7	1	41620	67860	2018
77554	4051	29.297714	-94.928775	3	1	132750	300830	2018
77554	6490	29.172483	-94.988598	1.4	1	232460	292190	2018
77550	7667	29.32468	-94.772672	1.5	1	210290	239310	2018
77550	5097	29.292687	-94.788722	2.8	1	191930	210950	2018
77550	5968	29.318263	-94.771214	4	1	118760	145000	2018
77551	5401	29.286946	-94.831319	2.9	1	92950	100520	2018
77550	5053	29.279636	-94.811623	2.1	1	16490	35200	2018
77550	5489	29.315211	-94.769222	2.1	1	109330	144940	2018
77550	5663	29.321911	-94.771294	3.8	1	120170	145110	2018
77551	2962	29.288979	-94.830162	1.4	1	68180	78680	2018
77550	5140	29.301984	-94.799606	1.6	1	76480	90990	2018
77551	4008	29.279488	-94.815795	3.9	1	123560	138370	2018
77554	7579	29.131538	-95.055531	1.5	1	299230	336000	2018
77551	5097	29.279307	-94.81441	3.2	1	96160	115230	2018
77554	4225	29.271507	-94.880117	2.6	1	119870	149500	2018
77550	6011	29.29955	-94.802025	0.6	1	87220	99240	2018
77551	2997	29.284734	-94.817005	2.8	1	51910	64290	2018
77551	5227	29.277702	-94.822608	1.5	1	104400	125930	2018
77550	6839	29.298126	-94.787684	1.6	1	284380	305960	2018
77554	7187	29.193347	-94.979055	1.5	1	287080	378390	2018
77554	18644	29.128307	-95.072947	1.4	1	152690	185370	2018
77554	6229	29.143551	-95.044376	2	1	71370	99680	2018
77551	6578	29.266415	-94.841647	2.9	1	134890	155350	2018
77550	3136	29.300435	-94.784685	1.7	1	135070	152600	2018
77550	2570	29.302332	-94.779289	1.4	1	62420	72000	2018
77554	6839	29.124769	-95.070001	1.7	1	87280	99280	2018
77550	5097	29.296525	-94.781286	3.6	1	90830	109900	2018
77551	6186	29.270359	-94.835437	2.9	1	122890	140870	2018
77554	7187	29.192265	-94.978193	2.6	1	132650	223960	2018
77550	6621	29.281828	-94.812152	3.4	1	68840	93000	2018
77551	3964	29.285061	-94.82197	1.4	1	74680	91190	2018
77550	4051	29.292688	-94.80883	2.6	1	65680	80830	2018
77550	5358	29.285565	-94.805586	2.7	1	105360	125870	2018
77554	7405	29.144166	-95.051794	1.5	1	235300	416210	2018
77551	7754	29.274538	-94.824688	1.5	1	217440	242440	2018
77551	5968	29.287867	-94.81789	2.2	1	165700	194200	2018
77554	9235	29.256067	-94.867527	2.6	1	223810	251500	2018
77554	8799	29.251964	-94.869153	1.5	1	202970	235770	2018
77551	4182	29.286365	-94.827435	1.6	1	96820	114460	2018
77550	1176	29.297169	-94.79947	1.1	1	54610	59090	2018
77550	5140	29.29017	-94.811198	2.8	1	103040	122120	2018
77550	2570	29.291487	-94.811648	1.4	1	73270	81370	2018
77551	8625	29.261317	-94.844772	1.5	1	158570	187380	2018
77550	4356	29.294183	-94.791426	1.5	1	139460	155960	2018
77554	18644	29.126341	-95.072315	2.8	1	77040	109720	2018
77551	3615	29.275635	-94.835468	3.9	1	75310	87340	2018
77550	8146	29.277688	-94.810131	1.4	1	146900	192800	2018
77550	5009	29.28772	-94.812922	2.2	1	94770	110960	2018
77551	2962	29.287382	-94.826965	3.1	1	72080	82580	2018
77551	6229	29.275786	-94.841243	2.9	1	84180	92720	2018
77550	8364	29.28722	-94.806428	1.6	1	204130	238750	2018
77554	7444	29.187163	-94.974302	2.8	1	163300	185360	2018
77550	2875	29.299331	-94.783094	3.4	1	82730	98940	2018
77551	6578	29.260604	-94.843677	1.3	1	180770	208650	2018
77551	2962	29.281545	-94.825694	1.3	1	124420	134920	2018
77550	5009	29.289434	-94.799061	2.8	1	213800	232880	2018
77550	2570	29.304926	-94.775407	3.8	1	30700	40240	2018
77550	1699	29.302277	-94.779936	2	1	48870	55260	2018
77550	5140	29.284977	-94.803974	1	1	161420	180530	2018
77551	7841	29.284256	-94.827852	2.2	1	97350	108350	2018
77551	5968	29.284114	-94.826714	1.4	1	110200	134950	2018
77554	7362	29.133461	-95.050388	1.4	1	318110	455010	2018
77551	5968	29.288882	-94.826946	1.2	1	80050	101050	2018
77551	6142	29.279135	-94.828381	3.5	1	91820	100440	2018
77551	4182	29.284598	-94.828633	1.6	1	101220	118860	2018
77550	5097	29.283142	-94.801884	4.4	1	149360	168340	2018
77550	5140	29.30377	-94.775328	1.4	1	138790	173620	2018
77554	5097	29.136548	-95.061818	1.5	1	294070	355510	2018
77550	4269	29.286674	-94.795637	1.7	1	163080	178980	2018
77550	6011	29.313414	-94.767822	2.5	1	113840	133790	2018
77554	4704	29.193331	-94.983273	1.2	1	186530	292000	2018
77554	6229	29.141142	-95.046428	2.7	1	121640	149950	2018
77554	17642	29.212954	-94.948608	0.3	1	226070	626070	2018
77551	6186	29.270254	-94.834952	1.5	1	111590	129570	2018
77554	5271	29.136083	-95.059927	3	1	326620	389980	2018
77554	8146	29.297082	-94.910506	1.8	1	439460	565720	2018
77554	6882	29.182768	-94.976263	2.7	1	125290	145710	2018
77551	5009	29.284824	-94.821903	3	1	137630	158440	2018
77551	5489	29.276849	-94.825894	2.2	1	85330	108020	2018
77554	9932	29.29531	-94.917778	1.4	1	277930	321570	2018
77551	2962	29.287982	-94.82676	2.3	1	50790	61290	2018
77551	5968	29.283613	-94.81452	4	1	118960	143710	2018
77550	5140	29.296764	-94.806535	1.5	1	66790	83040	2018
77551	9191	29.275935	-94.828985	2.6	1	60210	70420	2018
77554	8102	29.189236	-94.979067	2.7	1	226050	250050	2018
77551	6273	29.277442	-94.815915	1.5	1	186600	221990	2018
77551	7928	29.26917	-94.841895	0.6	1	130350	155000	2018
77550	5009	29.290096	-94.809937	3.3	1	107340	126090	2018
77554	17468	29.128489	-95.070924	0.4	1	114380	145010	2018
77550	2744	29.285589	-94.806749	2.3	1	123000	133300	2018
77554	6055	29.142531	-95.05172	1.5	1	167130	282650	2018
77551	5968	29.288862	-94.824941	2.4	1	68010	89010	2018
77550	3441	29.298117	-94.787718	2	1	130600	141450	2018
77554	4356	29.196028	-94.981901	1.1	1	160330	342990	2018
77551	6360	29.269144	-94.84002	3.5	1	158320	178040	2018
77550	5140	29.307821	-94.778918	2.4	1	200600	219680	2018
77551	5097	29.285517	-94.828177	3.6	1	108380	129800	2018
77554	15725	29.164731	-95.00147	1.6	1	450040	563960	2018
77551	5968	29.277778	-94.82024	1.6	1	145110	173610	2018
77550	1481	29.288216	-94.808882	1.9	1	71760	77350	2018
77554	4487	29.138038	-95.049569	0.3	1	256080	341580	2018
77554	4704	29.201137	-94.945449	2.7	1	270140	287900	2018
77550	2526	29.296577	-94.787106	1.5	1	8300	16270	2018
77551	5271	29.284073	-94.829019	1.7	1	102590	110000	2018
77554	4487	29.137394	-95.04983	2.6	1	152050	237550	2018
77550	3006	29.29404	-94.801873	2.7	1	106980	116420	2018
77550	1699	29.303792	-94.783345	2.2	1	86030	93350	2018
77551	4966	29.287752	-94.821077	2.5	1	135250	155000	2018
77551	2962	29.283646	-94.821627	1.3	1	39360	51740	2018
77551	5968	29.288522	-94.826233	2.4	1	36700	57700	2018
77550	1394	29.297824	-94.804689	3.2	1	30840	35310	2018
77554	6926	29.21162	-94.950767	0.8	1	183340	500480	2018
77550	5793	29.315486	-94.770657	2.3	1	92150	108900	2018
77550	5750	29.285981	-94.799236	2.2	1	141750	163210	2018
77551	2962	29.291819	-94.817281	2.4	1	67370	79750	2018
77551	7710	29.274413	-94.823446	4.1	1	153660	178630	2018
77551	5009	29.292365	-94.817277	2.1	1	74370	95000	2018
77550	5576	29.315438	-94.773035	4.5	1	122010	138180	2018
77551	2701	29.291555	-94.818719	0.7	1	68310	77830	2018
77554	6316	29.238882	-94.905937	1.5	1	51630	58990	2018
77550	11021	29.288833	-94.794637	3.8	1	244440	292860	2018
77554	19515	29.233804	-94.91078	1.9	1	100060	104260	2018
77550	2570	29.298693	-94.779152	2.7	1	113630	123210	2018
77551	6142	29.279548	-94.828538	2.8	1	134810	143430	2018
77550	6839	29.306923	-94.777012	2.7	1	123210	148040	2018
77550	7492	29.320286	-94.773527	2.8	1	295200	323970	2018
77550	2178	29.290551	-94.792717	3.2	1	78520	85460	2018
77550	1830	29.308254	-94.776156	1.5	1	106680	113560	2018
77550	5489	29.314888	-94.768458	1.2	1	123980	159590	2018
77550	2814	29.290856	-94.791593	1.8	1	124100	145000	2018
77550	5140	29.305333	-94.795633	2.4	1	78930	99570	2018
77551	6142	29.275592	-94.829861	1.6	1	111520	120000	2018
77550	1699	29.297669	-94.815731	0.2	1	23320	27170	2018
77550	5489	29.316134	-94.768721	2.9	1	85120	120730	2018
77554	8756	29.184536	-94.97505	1.5	1	126050	152000	2018
77551	5968	29.286195	-94.818734	2.7	1	91160	115910	2018
77554	7579	29.18872	-94.978281	1.5	1	112550	135120	2018
77554	19994	29.129106	-95.069118	0.2	1	108830	143830	2018
